98,67,49,2017/5/6 11:45,2017/5/6 14:15,5,114,0,183
99,67,49,2017/5/7 11:45,2017/5/7 14:15,124,101,0,183
100,68,50,2017/5/5 11:55,2017/5/5 14:10,46,111,0,119
101,68,50,2017/5/6 11:55,2017/5/6 14:10,101,132,0,161
102,68,50,2017/5/7 11:55,2017/5/7 14:10,98,94,0,161
103,68,50,2017/5/8 11:55,2017/5/8 14:10,45,63,0,119
104,37,49,2017/5/6 14:10,2017/5/6 16:15,115,86,21,161
105,37,49,2017/5/8 14:10,2017/5/8 16:15,12,79,20,161
106,21,49,2017/5/6 9:20,2017/5/6 13:50,13,83,25,161
107,21,49,2017/5/8 9:20,2017/5/8 14:00,93,60,57,155
108,49,37,2017/5/6 15:10,2017/5/6 17:30,13,73,25,161
109,49,37,2017/5/8 15:10,2017/5/8 17:30,93,43,57,155
110,49,21,2017/5/6 17:30,2017/5/6 22:00,115,75,21,161
111,49,21,2017/5/8 17:30,2017/5/8 22:00,12,31,20,161
112,67,49,2017/5/5 15:00,2017/5/5 17:20,106,119,0,161
113,67,49,2017/5/6 15:00,2017/5/6 17:20,77,99,0,155
114,38,50,2017/5/7 10:55,2017/5/7 12:20,80,64,47,161
115,67,38,2017/5/8 8:30,2017/5/8 9:55,17,77,53,161
116,62,49,2017/5/5 9:20,2017/5/5 11:15,47,74,0,161
117,62,49,2017/5/7 9:20,2017/5/7 11:15,6,40,0,161
118,62,49,2017/5/8 9:20,2017/5/8 11:15,80,75,0,161
119,38,50,2017/5/8 10:55,2017/5/8 12:20,17,73,53,161
120,67,38,2017/5/5 8:30,2017/5/5 9:55,55,75,66,161
121,38,50,2017/5/5 10:55,2017/5/5 12:20,55,95,66,161
122,32,49,2017/5/5 7:25,2017/5/5 8:55,36,161,0,161
123,32,49,2017/5/6 7:25,2017/5/6 8:55,131,177,0,183
124,32,49,2017/5/7 7:25,2017/5/7 8:55,84,158,0,161
125,32,49,2017/5/8 7:25,2017/5/8 8:55,48,124,0,161
126,50,67,2017/5/5 13:45,2017/5/5 16:15,40,110,0,119
127,50,67,2017/5/6 13:45,2017/5/6 16:15,33,91,0,119
128,50,67,2017/5/7 13:45,2017/5/7 16:15,33,96,0,119
129,50,67,2017/5/8 13:45,2017/5/8 16:15,33,65,0,119
130,72,49,2017/5/6 6:35,2017/5/6 9:20,141,168,0,183
131,72,49,2017/5/7 6:35,2017/5/7 9:20,90,137,0,155
132,72,49,2017/5/5 6:35,2017/5/5 9:20,130,173,0,183
133,72,49,2017/5/8 6:35,2017/5/8 9:20,134,153,0,183
134,67,50,2017/5/7 17:15,2017/5/7 19:35,33,71,0,119
135,49,67,2017/5/5 11:05,2017/5/5 13:45,106,125,0,161
136,49,67,2017/5/6 11:05,2017/5/6 13:45,77,110,0,155
137,49,67,2017/5/7 11:05,2017/5/7 13:45,59,71,0,161
138,49,67,2017/5/8 11:05,2017/5/8 13:45,30,92,0,119
139,62,49,2017/5/6 9:20,2017/5/6 11:15,10,66,0,161
140,67,50,2017/5/5 17:15,2017/5/5 19:35,40,113,0,119
141,67,50,2017/5/6 17:15,2017/5/6 19:35,33,87,0,119
142,67,50,2017/5/8 17:15,2017/5/8 19:35,33,51,0,119
143,38,67,2017/5/7 21:15,2017/5/7 22:50,65,91,22,161
144,50,38,2017/5/5 18:40,2017/5/5 20:15,72,102,47,161
145,50,38,2017/5/8 18:40,2017/5/8 20:15,96,64,15,161
146,49,62,2017/5/5 7:00,2017/5/5 8:50,69,142,0,161
147,49,62,2017/5/6 7:00,2017/5/6 8:50,15,91,0,161
148,49,62,2017/5/7 7:00,2017/5/7 8:50,50,79,0,161
149,49,62,2017/5/8 7:00,2017/5/8 8:50,92,76,0,155
150,38,67,2017/5/5 21:15,2017/5/5 22:50,72,99,47,161
151,38,67,2017/5/8 21:15,2017/5/8 22:50,96,44,15,161
152,67,49,2017/5/7 15:00,2017/5/7 17:20,59,84,0,161
153,67,49,2017/5/8 15:00,2017/5/8 17:20,30,78,0,119
154,49,72,2017/5/5 20:30,2017/5/5 23:30,141,146,0,183
155,49,72,2017/5/6 20:30,2017/5/6 23:30,90,109,0,155
156,49,72,2017/5/7 20:30,2017/5/7 23:30,134,115,0,183
157,49,72,2017/5/8 20:30,2017/5/8 23:30,82,98,0,161
158,67,38,2017/5/7 8:30,2017/5/7 9:55,80,34,47,161
159,49,37,2017/5/6 21:10,2017/5/6 23:20,105,38,40,161
160,62,49,2017/5/5 20:20,2017/5/5 22:15,54,118,0,161
161,49,62,2017/5/5 20:55,2017/5/5 22:45,41,85,0,119
162,49,62,2017/5/6 20:55,2017/5/6 22:45,6,32,0,161
163,49,62,2017/5/7 21:05,2017/5/7 22:45,30,52,0,119
164,49,62,2017/5/8 20:55,2017/5/8 22:45,43,28,0,119
165,49,57,2017/5/5 7:45,2017/5/5 9:35,88,98,0,155
166,49,57,2017/5/6 7:45,2017/5/6 9:35,19,95,0,161
167,49,57,2017/5/7 7:45,2017/5/7 9:35,48,76,0,161
168,49,57,2017/5/8 7:45,2017/5/8 9:35,19,112,0,161
169,49,22,2017/5/5 11:45,2017/5/5 16:10,104,85,28,161
170,49,22,2017/5/6 11:45,2017/5/6 16:10,16,93,23,161
171,49,22,2017/5/7 11:45,2017/5/7 16:10,105,111,26,161
172,49,22,2017/5/8 11:45,2017/5/8 16:10,108,47,4,161
173,49,62,2017/5/5 12:30,2017/5/5 14:15,47,103,0,161
174,49,62,2017/5/6 12:30,2017/5/6 14:15,91,70,0,155
175,49,62,2017/5/7 12:30,2017/5/7 14:15,41,68,0,119
176,49,62,2017/5/8 12:30,2017/5/8 14:15,80,98,0,161
177,49,32,2017/5/5 22:00,2017/5/5 23:45,126,176,0,183
178,49,32,2017/5/6 22:00,2017/5/6 23:45,9,146,0,161
179,49,32,2017/5/7 22:00,2017/5/7 23:45,48,142,0,161
180,49,32,2017/5/8 22:00,2017/5/8 23:45,57,113,0,161
181,62,49,2017/5/5 7:30,2017/5/5 9:20,58,55,0,161
182,62,49,2017/5/8 7:30,2017/5/8 9:20,30,78,0,119
183,57,49,2017/5/5 10:50,2017/5/5 12:35,88,145,0,155
184,57,49,2017/5/6 10:50,2017/5/6 12:35,19,126,0,161
185,57,49,2017/5/7 10:50,2017/5/7 12:35,48,100,0,161
186,57,49,2017/5/8 10:50,2017/5/8 12:35,19,133,0,161
187,62,49,2017/5/6 17:20,2017/5/6 19:10,6,48,0,161
188,62,49,2017/5/7 17:20,2017/5/7 19:10,102,49,0,161
189,62,49,2017/5/5 17:20,2017/5/5 19:10,59,105,0,161
190,62,49,2017/5/8 17:20,2017/5/8 19:10,57,34,0,161
191,62,49,2017/5/6 7:30,2017/5/6 9:20,41,49,0,119
192,62,49,2017/5/7 7:30,2017/5/7 9:20,37,84,0,161
193,49,62,2017/5/5 17:30,2017/5/5 19:15,54,112,0,161
194,49,62,2017/5/7 17:30,2017/5/7 19:15,56,54,0,161
195,22,49,2017/5/5 15:40,2017/5/5 20:10,115,109,19,161
196,22,49,2017/5/7 15:40,2017/5/7 20:10,108,95,50,161
197,22,49,2017/5/8 15:40,2017/5/8 19:55,95,90,14,155
198,49,62,2017/5/5 14:30,2017/5/5 16:15,59,157,0,161
199,49,62,2017/5/6 14:30,2017/5/6 16:15,6,62,0,161
200,49,62,2017/5/7 14:30,2017/5/7 16:15,102,45,0,161
201,49,62,2017/5/8 14:30,2017/5/8 16:15,57,49,0,161
202,49,62,2017/5/5 8:55,2017/5/5 10:40,56,128,0,161
203,49,62,2017/5/6 8:55,2017/5/6 10:40,30,72,0,119
204,49,62,2017/5/7 8:55,2017/5/7 10:40,26,80,0,157
205,49,62,2017/5/8 8:55,2017/5/8 10:40,57,95,0,161
206,49,37,2017/5/5 21:10,2017/5/5 23:20,115,85,19,161
207,49,37,2017/5/7 21:10,2017/5/7 23:20,108,79,50,161
208,49,37,2017/5/8 21:10,2017/5/8 23:20,95,55,14,155
209,62,49,2017/5/7 20:20,2017/5/7 22:15,56,78,0,161
210,37,49,2017/5/5 8:35,2017/5/5 10:40,104,68,28,161
211,37,49,2017/5/6 8:35,2017/5/6 10:40,16,80,23,161
212,37,49,2017/5/7 8:35,2017/5/7 10:40,105,67,26,161
213,37,49,2017/5/8 8:35,2017/5/8 10:40,108,101,4,161
214,62,49,2017/5/5 11:40,2017/5/5 13:30,56,88,0,161
215,62,49,2017/5/7 11:40,2017/5/7 13:30,26,67,0,157
216,22,49,2017/5/6 15:40,2017/5/6 19:55,105,117,40,161
217,62,49,2017/5/6 11:40,2017/5/6 13:30,30,52,0,119
218,62,49,2017/5/8 11:40,2017/5/8 13:30,57,49,0,161
219,62,50,2017/5/8 15:05,2017/5/8 16:30,65,46,0,161
220,49,27,2017/5/5 14:15,2017/5/5 17:15,8,59,15,161
221,49,27,2017/5/7 14:15,2017/5/7 17:15,8,67,30,161
222,62,49,2017/5/7 19:00,2017/5/7 21:00,75,56,0,161
223,62,49,2017/5/5 19:00,2017/5/5 21:00,30,89,0,119
224,62,50,2017/5/5 15:05,2017/5/5 16:30,117,155,0,161
225,62,50,2017/5/6 15:05,2017/5/6 16:30,65,85,0,161
226,50,62,2017/5/5 18:30,2017/5/5 19:50,26,122,0,157
227,50,62,2017/5/7 18:30,2017/5/7 19:50,55,45,0,161
228,50,62,2017/5/8 18:30,2017/5/8 19:50,53,34,0,161
229,16,49,2017/5/7 14:20,2017/5/7 17:30,7,138,0,161
230,49,62,2017/5/5 19:00,2017/5/5 20:45,93,94,0,155
231,49,62,2017/5/6 19:00,2017/5/6 20:45,48,90,0,161
232,49,62,2017/5/7 19:00,2017/5/7 20:45,57,63,0,161
233,49,62,2017/5/8 19:00,2017/5/8 20:45,29,60,0,163
234,49,16,2017/5/7 9:30,2017/5/7 12:45,7,114,0,161
235,62,50,2017/5/7 21:05,2017/5/7 22:35,55,55,0,161
236,62,50,2017/5/8 21:05,2017/5/8 22:35,53,43,0,161
237,16,49,2017/5/5 13:50,2017/5/5 17:10,18,154,0,161
238,16,49,2017/5/6 14:20,2017/5/6 17:30,58,149,0,161
239,16,49,2017/5/8 14:20,2017/5/8 17:30,6,146,0,161
240,62,49,2017/5/6 21:45,2017/5/6 23:35,48,57,0,161
241,49,57,2017/5/5 15:00,2017/5/5 16:45,109,116,0,161
242,49,57,2017/5/6 15:00,2017/5/6 16:45,18,86,0,161
243,49,57,2017/5/7 15:00,2017/5/7 16:45,94,94,0,161
244,49,57,2017/5/8 15:00,2017/5/8 16:45,102,74,0,161
245,49,16,2017/5/5 9:30,2017/5/5 12:50,18,69,0,161
246,49,16,2017/5/6 9:30,2017/5/6 12:45,58,161,0,161
247,49,16,2017/5/8 9:30,2017/5/8 12:45,6,141,0,161
248,62,49,2017/5/7 21:45,2017/5/7 23:35,57,78,0,161
249,62,50,2017/5/5 21:05,2017/5/5 22:35,26,117,0,157
250,62,50,2017/5/6 21:05,2017/5/6 22:35,44,48,0,119
251,49,62,2017/5/5 16:00,2017/5/5 17:45,95,125,0,155
252,49,62,2017/5/6 16:00,2017/5/6 17:45,94,51,0,161
253,49,62,2017/5/7 16:00,2017/5/7 17:45,74,67,0,161
254,49,62,2017/5/8 16:00,2017/5/8 17:45,41,29,0,119
255,62,49,2017/5/5 21:45,2017/5/5 23:35,93,79,0,155
256,62,49,2017/5/8 21:45,2017/5/8 23:35,29,98,0,163
257,50,62,2017/5/6 18:30,2017/5/6 19:50,44,44,0,119
258,50,62,2017/5/5 11:35,2017/5/5 12:55,83,106,0,161
259,50,62,2017/5/6 11:35,2017/5/6 12:55,73,53,0,161
260,50,62,2017/5/7 11:35,2017/5/7 12:55,38,49,0,161
261,50,62,2017/5/8 11:35,2017/5/8 12:55,39,95,0,161
262,27,49,2017/5/5 14:05,2017/5/5 16:45,14,87,18,161
263,27,49,2017/5/7 14:05,2017/5/7 16:45,14,69,15,161
264,49,22,2017/5/5 17:45,2017/5/5 22:10,14,70,18,161
265,49,22,2017/5/7 17:45,2017/5/7 22:10,14,66,15,161
266,62,49,2017/5/8 19:00,2017/5/8 20:55,31,42,0,119
267,22,49,2017/5/5 8:55,2017/5/5 13:15,8,103,15,161
268,22,49,2017/5/7 8:55,2017/5/7 13:15,8,119,30,161
269,62,49,2017/5/5 15:20,2017/5/5 17:10,47,120,0,161
270,62,49,2017/5/6 15:20,2017/5/6 17:10,91,58,0,155
271,62,49,2017/5/7 15:20,2017/5/7 17:10,41,56,0,119
272,62,49,2017/5/8 15:20,2017/5/8 17:10,80,39,0,161
273,62,49,2017/5/6 19:00,2017/5/6 21:00,94,41,0,161
274,62,50,2017/5/7 15:05,2017/5/7 16:30,96,68,0,161
275,14,49,2017/5/5 20:45,2017/5/5 22:05,106,111,0,161
276,14,49,2017/5/6 20:45,2017/5/6 22:05,93,91,0,155
277,60,79,2017/5/5 11:00,2017/5/5 12:30,123,115,45,183
278,60,79,2017/5/6 11:00,2017/5/6 12:30,53,106,25,161
279,60,79,2017/5/7 11:00,2017/5/7 12:30,122,78,24,183
280,60,79,2017/5/8 11:00,2017/5/8 12:30,126,87,43,183
281,49,79,2017/5/5 7:50,2017/5/5 11:10,107,92,0,161
282,49,79,2017/5/6 7:50,2017/5/6 11:10,68,71,0,161
283,49,79,2017/5/7 7:50,2017/5/7 11:10,36,101,0,161
284,49,79,2017/5/8 7:50,2017/5/8 11:10,67,120,0,161
285,14,49,2017/5/5 12:20,2017/5/5 13:40,109,86,0,161
286,14,49,2017/5/6 12:20,2017/5/6 13:40,18,88,0,161
287,14,49,2017/5/7 12:20,2017/5/7 13:40,94,84,0,161
288,14,49,2017/5/8 12:20,2017/5/8 13:40,102,66,0,161
289,17,49,2017/5/5 9:00,2017/5/5 11:55,15,111,0,161
290,17,49,2017/5/6 9:00,2017/5/6 11:55,108,116,0,161
291,17,49,2017/5/7 9:00,2017/5/7 11:55,19,103,0,161
292,17,49,2017/5/8 9:00,2017/5/8 11:55,109,84,0,161
293,61,14,2017/5/5 9:50,2017/5/5 11:15,85,151,0,155
294,61,14,2017/5/6 9:50,2017/5/6 11:15,17,90,0,161
295,61,14,2017/5/7 9:50,2017/5/7 11:15,17,94,0,161
296,61,14,2017/5/8 9:50,2017/5/8 11:15,116,86,0,161
297,49,23,2017/5/7 22:00,2017/5/8 7:15,22,181,0,213
298,63,14,2017/5/5 15:30,2017/5/5 17:05,91,20,0,155
299,63,14,2017/5/8 15:30,2017/5/8 17:05,19,31,0,161
300,14,61,2017/5/7 12:15,2017/5/7 13:40,17,113,0,161
301,79,60,2017/5/5 16:40,2017/5/5 18:20,37,78,87,161
302,79,60,2017/5/6 16:40,2017/5/6 18:20,69,62,78,161
303,79,60,2017/5/8 16:40,2017/5/8 18:20,55,59,28,161
304,14,63,2017/5/8 18:05,2017/5/8 19:45,19,56,0,161
305,14,63,2017/5/5 18:05,2017/5/5 19:45,91,26,0,155
306,49,24,2017/5/6 21:50,2017/5/7 7:15,22,210,0,213
307,14,61,2017/5/5 12:15,2017/5/5 13:40,85,83,0,155
308,14,61,2017/5/6 12:15,2017/5/6 13:40,17,91,0,161
309,14,61,2017/5/8 12:15,2017/5/8 13:40,116,67,0,161
310,60,50,2017/5/5 19:20,2017/5/5 21:30,37,66,87,161
311,60,50,2017/5/6 19:20,2017/5/6 21:30,69,72,78,161
312,49,14,2017/5/5 18:30,2017/5/5 19:45,106,140,0,161
313,49,14,2017/5/6 18:30,2017/5/6 19:45,93,87,0,155
314,49,14,2017/5/7 18:30,2017/5/7 19:45,7,88,0,161
315,49,14,2017/5/8 18:30,2017/5/8 19:45,6,63,0,161
316,24,49,2017/5/7 9:15,2017/5/7 18:55,22,191,0,213
317,60,50,2017/5/8 19:20,2017/5/8 21:30,55,37,28,161
318,50,60,2017/5/5 8:05,2017/5/5 10:10,123,62,45,183
319,50,60,2017/5/6 8:05,2017/5/6 10:10,53,103,25,161
320,50,60,2017/5/7 8:05,2017/5/7 10:10,122,45,24,183
321,50,60,2017/5/8 8:05,2017/5/8 10:10,126,45,43,183
322,79,60,2017/5/7 16:40,2017/5/7 18:20,135,52,95,183
323,14,49,2017/5/8 20:45,2017/5/8 22:05,6,82,0,161
324,60,50,2017/5/7 19:20,2017/5/7 21:30,135,84,95,183
325,49,14,2017/5/5 10:00,2017/5/5 11:20,109,134,0,161
326,49,14,2017/5/6 10:00,2017/5/6 11:20,18,133,0,161
327,49,14,2017/5/7 10:00,2017/5/7 11:20,94,97,0,161
328,49,14,2017/5/8 10:00,2017/5/8 11:20,102,114,0,161
329,49,17,2017/5/5 19:55,2017/5/5 23:00,108,84,0,161
330,49,17,2017/5/6 19:55,2017/5/6 23:00,19,70,0,161
331,49,17,2017/5/7 19:55,2017/5/7 23:00,109,106,0,161
332,49,17,2017/5/8 19:55,2017/5/8 23:00,94,107,0,161
333,14,49,2017/5/7 20:45,2017/5/7 22:05,7,125,0,161
334,49,60,2017/5/5 12:10,2017/5/5 14:40,48,62,19,161
335,49,60,2017/5/6 12:10,2017/5/6 14:40,141,41,63,183
336,49,60,2017/5/7 12:10,2017/5/7 14:40,37,74,37,161
337,49,60,2017/5/8 12:10,2017/5/8 14:40,134,89,37,183
338,54,78,2017/5/5 11:05,2017/5/5 12:10,101,119,43,161
339,54,78,2017/5/6 11:05,2017/5/6 12:10,117,78,62,161
340,54,78,2017/5/8 11:05,2017/5/8 12:10,104,101,40,161
341,60,78,2017/5/6 21:55,2017/5/6 22:50,58,81,69,161
342,60,78,2017/5/8 21:55,2017/5/8 22:50,18,24,28,161
343,49,1,2017/5/6 21:40,2017/5/7 9:40,20,202,0,213
344,49,1,2017/5/8 21:40,2017/5/9 9:40,22,212,0,213
345,55,77,2017/5/5 15:10,2017/5/5 17:20,64,57,71,161
346,50,54,2017/5/7 8:05,2017/5/7 10:20,136,31,32,183
347,49,60,2017/5/5 18:35,2017/5/5 21:10,92,54,9,155
348,49,60,2017/5/7 18:35,2017/5/7 21:10,103,46,72,161
349,76,60,2017/5/5 18:05,2017/5/5 20:05,48,65,47,161
350,76,60,2017/5/7 18:05,2017/5/7 20:05,37,47,35,161
351,55,77,2017/5/7 15:10,2017/5/7 17:20,6,38,55,161
352,55,77,2017/5/8 15:10,2017/5/8 17:20,35,25,71,161
353,54,78,2017/5/7 11:05,2017/5/7 12:10,136,112,32,183
354,60,49,2017/5/5 21:00,2017/5/5 23:25,48,71,47,161
355,60,49,2017/5/7 21:00,2017/5/7 23:25,37,70,35,161
356,77,55,2017/5/7 18:10,2017/5/7 20:35,6,21,67,161
357,60,78,2017/5/5 21:55,2017/5/5 22:50,92,142,9,155
358,60,78,2017/5/7 21:55,2017/5/7 22:50,103,36,72,161
359,55,49,2017/5/7 21:20,2017/5/7 23:30,6,26,67,161
360,78,54,2017/5/7 13:10,2017/5/7 14:20,136,50,38,183
361,54,50,2017/5/7 15:05,2017/5/7 17:15,136,77,38,183
362,76,60,2017/5/8 18:05,2017/5/8 20:05,134,70,15,183
363,77,55,2017/5/5 18:10,2017/5/5 20:35,64,20,116,161
364,77,55,2017/5/8 18:10,2017/5/8 20:35,35,44,84,161
365,78,54,2017/5/5 13:10,2017/5/5 14:20,101,82,50,161
366,78,54,2017/5/8 13:10,2017/5/8 14:20,104,63,31,161
367,78,60,2017/5/6 8:45,2017/5/6 9:55,92,73,54,155
368,60,49,2017/5/6 10:50,2017/5/6 13:20,92,58,54,155
369,60,49,2017/5/8 21:00,2017/5/8 23:25,134,23,15,183
370,79,49,2017/5/8 11:55,2017/5/8 15:35,67,101,0,161
371,54,50,2017/5/5 15:05,2017/5/5 17:15,101,117,50,161
372,54,50,2017/5/8 15:05,2017/5/8 17:15,104,58,31,161
373,79,49,2017/5/5 11:55,2017/5/5 15:35,107,95,0,161
374,78,60,2017/5/7 8:45,2017/5/7 9:55,57,117,26,161
375,76,60,2017/5/6 18:05,2017/5/6 20:05,141,72,23,183
376,60,49,2017/5/6 21:00,2017/5/6 23:25,141,54,23,183
377,79,49,2017/5/7 11:55,2017/5/7 15:35,36,70,0,161
378,60,49,2017/5/7 10:50,2017/5/7 13:20,57,121,26,161
379,49,55,2017/5/5 12:20,2017/5/5 14:25,64,59,71,161
380,49,55,2017/5/7 12:20,2017/5/7 14:25,6,22,55,161
381,49,55,2017/5/8 12:20,2017/5/8 14:25,35,32,71,161
382,79,49,2017/5/6 11:55,2017/5/6 15:35,68,91,0,161
383,78,60,2017/5/5 8:45,2017/5/5 9:55,93,108,54,155
384,78,60,2017/5/8 8:45,2017/5/8 9:55,103,46,86,161
385,23,49,2017/5/8 9:20,2017/5/8 18:55,22,183,0,213
386,23,49,2017/5/5 9:20,2017/5/5 18:55,3,178,0,255
387,78,54,2017/5/6 13:10,2017/5/6 14:20,117,80,30,161
388,54,50,2017/5/6 15:05,2017/5/6 17:15,117,138,30,161
